ALIAS CODE,OBJECT_TABLE_NAME,OBJECT_CODE,NAMING_SYSTEM_CODE,ALIAS,REMARKS
471,Coordinate_Operation,11502,7302,Kansas South,This alias is ambiguous as also used for SPCS83 projection.
472,Coordinate_Operation,11531,7302,Kansas North,This alias is ambiguous as also used for SPCS27 projection.
473,Coordinate_Operation,11532,7302,Kansas South,This alias is ambiguous as also used for SPCS27 projection.
474,Coordinate_Operation,11601,7302,Kentucky North,This alias is ambiguous as also used for SPCS83 projection.
475,Coordinate_Operation,11602,7302,Kentucky South,This alias is ambiguous as also used for SPCS83 projection.
476,Coordinate_Operation,11631,7302,Kentucky North,
477,Coordinate_Operation,11632,7302,Kentucky South,This alias is ambiguous as also used for SPCS27 projection.
478,Coordinate_Operation,11701,7302,Louisiana North,This alias is ambiguous as also used for SPCS83 projection.
479,Coordinate_Operation,11702,7302,Louisiana South,This alias is ambiguous as also used for SPCS83 projection.
480,Coordinate_Operation,11731,7302,Louisiana North,This alias is ambiguous as also used for SPCS27 projection.
481,Coordinate_Operation,11732,7302,Louisiana South,This alias is ambiguous as also used for SPCS27 projection.
482,Coordinate_Operation,11801,7302,Maine East,This alias is ambiguous as also used for SPCS83 projection.
483,Coordinate_Operation,11802,7302,Maine West,This alias is ambiguous as also used for SPCS27 projection.
484,Coordinate_Operation,11831,7302,Maine East,This alias is ambiguous as also used for SPCS27 projection.
485,Coordinate_Operation,11832,7302,Maine West,This alias is ambiguous as also used for SPCS83 projection.
486,Coordinate_Operation,11900,7302,Maryland,This alias is ambiguous as also used for SPCS83 projection.
487,Coordinate_Operation,11930,7302,Maryland,This alias is ambiguous as also used for SPCS27 projection.
488,Coordinate_Operation,12001,7302,Massachusetts Mainland,This alias is ambiguous as also used for SPCS83 projection.
489,Coordinate_Operation,12002,7302,Massachusetts Island,This alias is ambiguous as also used for SPCS83 projection.
490,Coordinate_Operation,12031,7302,Massachusetts Mainland,This alias is ambiguous as also used for SPCS27 projection.
491,Coordinate_Operation,12032,7302,Massachusetts Island,This alias is ambiguous as also used for SPCS27 projection.
492,Coordinate_Operation,12101,7302,Michigan East,
493,Coordinate_Operation,12102,7302,Michigan Old Central,
494,Coordinate_Operation,12111,7302,Michigan North,This alias is ambiguous as also used for SPCS83 projection.
495,Coordinate_Operation,12112,7302,Michigan Central,This alias is ambiguous as also used for SPCS83 projection.
496,Coordinate_Operation,12113,7302,Michigan South,This alias is ambiguous as also used for SPCS83 projection.
497,Coordinate_Operation,12141,7302,Michigan North,This alias is ambiguous as also used for SPCS27 projection.
498,Coordinate_Operation,12142,7302,Michigan Central,This alias is ambiguous as also used for SPCS27 projection.
499,Coordinate_Operation,12143,7302,Michigan South,This alias is ambiguous as also used for SPCS27 projection.
500,Coordinate_Operation,12201,7302,Minnesota North,This alias is ambiguous as also used for SPCS83 projection.
501,Coordinate_Operation,12202,7302,Minnesota Central,
502,Coordinate_Operation,12203,7302,Minnesota South,This alias is ambiguous as also used for SPCS83 projection.
503,Coordinate_Operation,12231,7302,Minnesota North,This alias is ambiguous as also used for SPCS27 projection.
504,Coordinate_Operation,12232,7302,Minnesota Central (m),
505,Coordinate_Operation,12233,7302,Minnesota South,This alias is ambiguous as also used for SPCS27 projection.
506,Coordinate_Operation,12301,7302,Mississippi East,This alias is ambiguous as also used for SPCS27 projection.
507,Coordinate_Operation,12302,7302,Mississippi West,This alias is ambiguous as also used for SPCS83 projection.
508,Coordinate_Operation,12331,7302,Mississippi East,This alias is ambiguous as also used for SPCS83 projection.
509,Coordinate_Operation,12332,7302,Mississippi West,This alias is ambiguous as also used for SPCS27 projection.
510,Coordinate_Operation,12401,7302,Missouri East,This alias is ambiguous as also used for SPCS83 projection.
511,Coordinate_Operation,12402,7302,Missouri Central,This alias is ambiguous as also used for SPCS83 projection.
512,Coordinate_Operation,12403,7302,Missouri West,This alias is ambiguous as also used for SPCS83 projection.
513,Coordinate_Operation,12431,7302,Missouri East,This alias is ambiguous as also used for SPCS27 projection.
514,Coordinate_Operation,12432,7302,Missouri Central,This alias is ambiguous as also used for SPCS27 projection.
515,Coordinate_Operation,12433,7302,Missouri West,This alias is ambiguous as also used for SPCS27 projection.
516,Coordinate_Operation,12501,7302,Montana North,
517,Coordinate_Operation,12502,7302,Montana Central,
518,Coordinate_Operation,12503,7302,Montana South,
519,Coordinate_Operation,12530,7302,Montana,
520,Coordinate_Operation,12601,7302,Nebraska North,
521,Coordinate_Operation,12602,7302,Nebraska South,
522,Coordinate_Operation,12630,7302,Nebraska (m),
523,Coordinate_Operation,12701,7302,Nevada East,This alias is ambiguous as also used for SPCS83 projection.
524,Coordinate_Operation,12702,7302,Nevada Central,This alias is ambiguous as also used for SPCS83 projection.
525,Coordinate_Operation,12703,7302,Nevada West,This alias is ambiguous as also used for SPCS83 projection.
526,Coordinate_Operation,12731,7302,Nevada East,This alias is ambiguous as also used for SPCS27 projection.
527,Coordinate_Operation,12732,7302,Nevada Central,This alias is ambiguous as also used for SPCS27 projection.
528,Coordinate_Operation,12733,7302,Nevada West,This alias is ambiguous as also used for SPCS27 projection.
529,Coordinate_Operation,12800,7302,New Hampshire,This alias is ambiguous as also used for SPCS83 projection.
530,Coordinate_Operation,12830,7302,New Hampshire,This alias is ambiguous as also used for SPCS27 projection.
531,Coordinate_Operation,12900,7302,New Jersey,This alias is ambiguous as also used for SPCS83 projection.
532,Coordinate_Operation,12930,7302,New Jersey,This alias is ambiguous as also used for SPCS27 projection.
533,Coordinate_Operation,13001,7302,New Mexico East,This alias is ambiguous as also used for SPCS83 projection.
534,Coordinate_Operation,13002,7302,New Mexico Central,This alias is ambiguous as also used for SPCS83 projection.
535,Coordinate_Operation,13003,7302,New Mexico West,This alias is ambiguous as also used for SPCS83 projection.
536,Coordinate_Operation,13031,7302,New Mexico East,This alias is ambiguous as also used for SPCS27 projection.
537,Coordinate_Operation,13032,7302,New Mexico Central,This alias is ambiguous as also used for SPCS27 projection.
538,Coordinate_Operation,13033,7302,New Mexico West,This alias is ambiguous as also used for SPCS27 projection.
539,Coordinate_Operation,13101,7302,New York East,This alias is ambiguous as also used for SPCS83 projection.
540,Coordinate_Operation,13102,7302,New York Central,This alias is ambiguous as also used for SPCS83 projection.
541,Coordinate_Operation,13103,7302,New York  West,This alias is ambiguous as also used for SPCS83 projection.
542,Coordinate_Operation,13104,7302,New York Long Island,This alias is ambiguous as also used for SPCS83 projection.
543,Coordinate_Operation,13131,7302,New York East,This alias is ambiguous as also used for SPCS27 projection.
544,Coordinate_Operation,13132,7302,New York Central,This alias is ambiguous as also used for SPCS27 projection.
545,Coordinate_Operation,13133,7302,New York  West,This alias is ambiguous as also used for SPCS27 projection.
546,Coordinate_Operation,13134,7302,New York Long Island,This alias is ambiguous as also used for SPCS27 projection.
547,Coordinate_Operation,13200,7302,North Carolina,This alias is ambiguous as also used for SPCS83 projection.
548,Coordinate_Operation,13230,7302,North Carolina,This alias is ambiguous as also used for SPCS27 projection.
549,Coordinate_Operation,13301,7302,North Dakota North,This alias is ambiguous as also used for SPCS83 projection.
550,Coordinate_Operation,13302,7302,North Dakota South,This alias is ambiguous as also used for SPCS83 projection.
551,Coordinate_Operation,13331,7302,North Dakota North,This alias is ambiguous as also used for SPCS27 projection.
552,Coordinate_Operation,13332,7302,North Dakota South,This alias is ambiguous as also used for SPCS27 projection.
553,Coordinate_Operation,13401,7302,Ohio North,This alias is ambiguous as also used for SPCS83 projection.
554,Coordinate_Operation,13402,7302,Ohio South,This alias is ambiguous as also used for SPCS83 projection.
555,Coordinate_Operation,13431,7302,Ohio North,This alias is ambiguous as also used for SPCS27 projection.
556,Coordinate_Operation,13432,7302,Ohio South,This alias is ambiguous as also used for SPCS27 projection.
557,Coordinate_Operation,13501,7302,Oklahoma North,This alias is ambiguous as also used for SPCS83 projection.
558,Coordinate_Operation,13502,7302,Oklahoma South,This alias is ambiguous as also used for SPCS83 projection.
559,Coordinate_Operation,13531,7302,Oklahoma North,This alias is ambiguous as also used for SPCS27 projection.
560,Coordinate_Operation,13532,7302,Oklahoma South,This alias is ambiguous as also used for SPCS27 projection.
561,Coordinate_Operation,13601,7302,Oregon North,This alias is ambiguous as also used for SPCS83 projection.
562,Coordinate_Operation,13602,7302,Oregon South,This alias is ambiguous as also used for SPCS83 projection.
563,Coordinate_Operation,13631,7302,Oregon North,This alias is ambiguous as also used for SPCS27 projection.
564,Coordinate_Operation,13632,7302,Oregon South,This alias is ambiguous as also used for SPCS27 projection.
565,Coordinate_Operation,13701,7302,Pennsylvania North,This alias is ambiguous as also used for SPCS83 projection.
566,Coordinate_Operation,13702,7302,Pennsylvania South,This alias is ambiguous as also used for SPCS83 projection.
567,Coordinate_Operation,13731,7302,Pennsylvania North,This alias is ambiguous as also used for SPCS27 projection.
568,Coordinate_Operation,13732,7302,Pennsylvania South,This alias is ambiguous as also used for SPCS27 projection.
569,Coordinate_Operation,13800,7302,Rhode Island,This alias is ambiguous as also used for SPCS83 projection.
570,Coordinate_Operation,13830,7302,Rhode Island,This alias is ambiguous as also used for SPCS27 projection.
571,Coordinate_Operation,13901,7302,South Carolina North,
572,Coordinate_Operation,13902,7302,South Carolina South,
573,Coordinate_Operation,13930,7302,South Carolina,
574,Coordinate_Operation,14001,7302,South Dakota North,
575,Coordinate_Operation,14002,7302,South Dakota South,
576,Coordinate_Operation,14031,7302,South Dakota North,
577,Coordinate_Operation,14032,7302,South Dakota South,
578,Coordinate_Operation,14100,7302,Tennessee,
579,Coordinate_Operation,14130,7302,Tennessee,This alias is ambiguous as also used for SPCS27 projection.
580,Coordinate_Operation,14201,7302,Texas North,This alias is ambiguous as also used for SPCS83 projection.
581,Coordinate_Operation,14202,7302,Texas North Central,This alias is ambiguous as also used for SPCS83 projection.
582,Coordinate_Operation,14203,7302,Texas Central,This alias is ambiguous as also used for SPCS83 projection.
583,Coordinate_Operation,14204,7302,Texas South Central,This alias is ambiguous as also used for SPCS83 projection.
584,Coordinate_Operation,14205,7302,Texas South,This alias is ambiguous as also used for SPCS83 projection.
585,Coordinate_Operation,14231,7302,Texas North,This alias is ambiguous as also used for SPCS27 projection.
586,Coordinate_Operation,14232,7302,Texas North Central,This alias is ambiguous as also used for SPCS27 projection.
587,Coordinate_Operation,14233,7302,Texas Central,This alias is ambiguous as also used for SPCS27 projection.
588,Coordinate_Operation,14234,7302,Texas South Central,This alias is ambiguous as also used for SPCS27 projection.
589,Coordinate_Operation,14235,7302,Texas South,This alias is ambiguous as also used for SPCS27 projection.
590,Coordinate_Operation,14301,7302,Utah North,This alias is ambiguous as also used for SPCS83 projection.
591,Coordinate_Operation,14302,7302,Utah Central,This alias is ambiguous as also used for SPCS83 projection.
592,Coordinate_Operation,14303,7302,Utah South,This alias is ambiguous as also used for SPCS83 projection.
593,Coordinate_Operation,14331,7302,Utah North,This alias is ambiguous as also used for SPCS27 projection.
594,Coordinate_Operation,14332,7302,Utah Central,This alias is ambiguous as also used for SPCS27 projection.
595,Coordinate_Operation,14333,7302,Utah South,This alias is ambiguous as also used for SPCS27 projection.
596,Coordinate_Operation,14400,7302,Vermont,This alias is ambiguous as also used for SPCS83 projection.
597,Coordinate_Operation,14430,7302,Vermont,This alias is ambiguous as also used for SPCS27 projection.
598,Coordinate_Operation,14501,7302,Virginia North,This alias is ambiguous as also used for SPCS83 projection.
599,Coordinate_Operation,14502,7302,Virginia South,This alias is ambiguous as also used for SPCS83 projection.
600,Coordinate_Operation,14531,7302,Virginia North,This alias is ambiguous as also used for SPCS27 projection.
601,Coordinate_Operation,14532,7302,Virginia South,This alias is ambiguous as also used for SPCS27 projection.
602,Coordinate_Operation,14601,7302,Washington North,This alias is ambiguous as also used for SPCS83 projection.
603,Coordinate_Operation,14602,7302,Washington South,This alias is ambiguous as also used for SPCS83 projection.
604,Coordinate_Operation,14631,7302,Washington North,This alias is ambiguous as also used for SPCS27 projection.
605,Coordinate_Operation,14632,7302,Washington South,This alias is ambiguous as also used for SPCS27 projection.
606,Coordinate_Operation,14701,7302,West Virginia North,This alias is ambiguous as also used for SPCS83 projection.
607,Coordinate_Operation,14702,7302,West Virginia South,This alias is ambiguous as also used for SPCS83 projection.
608,Coordinate_Operation,14731,7302,West Virginia North,This alias is ambiguous as also used for SPCS27 projection.
609,Coordinate_Operation,14732,7302,West Virginia South,This alias is ambiguous as also used for SPCS27 projection.
610,Coordinate_Operation,14801,7302,Wisconsin North,This alias is ambiguous as also used for SPCS83 projection.
611,Coordinate_Operation,14802,7302,Wisconsin Central,This alias is ambiguous as also used for SPCS83 projection.
612,Coordinate_Operation,14803,7302,Wisconsin South,This alias is ambiguous as also used for SPCS83 projection.
613,Coordinate_Operation,14831,7302,Wisconsin North,This alias is ambiguous as also used for SPCS27 projection.
614,Coordinate_Operation,14832,7302,Wisconsin Central,This alias is ambiguous as also used for SPCS27 projection.
615,Coordinate_Operation,14833,7302,Wisconsin South,This alias is ambiguous as also used for SPCS27 projection.
616,Coordinate_Operation,14901,7302,Wyoming East,This alias is ambiguous as also used for SPCS83 projection.
617,Coordinate_Operation,14902,7302,Wyoming East Central,This alias is ambiguous as also used for SPCS83 projection.
618,Coordinate_Operation,14903,7302,Wyoming West Central,This alias is ambiguous as also used for SPCS83 projection.
619,Coordinate_Operation,14904,7302,Wyoming West,This alias is ambiguous as also used for SPCS83 projection.
620,Coordinate_Operation,14931,7302,Wyoming East,This alias is ambiguous as also used for SPCS27 projection.
621,Coordinate_Operation,14932,7302,Wyoming East Central,This alias is ambiguous as also used for SPCS27 projection.
622,Coordinate_Operation,14933,7302,Wyoming West Central,This alias is ambiguous as also used for SPCS27 projection.
623,Coordinate_Operation,14934,7302,Wyoming West,This alias is ambiguous as also used for SPCS27 projection.
624,Coordinate_Operation,15001,7302,Alaska zone 1,This alias is ambiguous as also used for SPCS83 projection.
625,Coordinate_Operation,15002,7302,Alaska zone 2,This alias is ambiguous as also used for SPCS83 projection.
626,Coordinate_Operation,15003,7302,Alaska zone 3,This alias is ambiguous as also used for SPCS83 projection.
627,Coordinate_Operation,15004,7302,Alaska zone 4,This alias is ambiguous as also used for SPCS83 projection.
628,Coordinate_Operation,15005,7302,Alaska zone 5,This alias is ambiguous as also used for SPCS83 projection.
629,Coordinate_Operation,15006,7302,Alaska zone 6,This alias is ambiguous as also used for SPCS83 projection.
630,Coordinate_Operation,15007,7302,Alaska zone 7,This alias is ambiguous as also used for SPCS83 projection.
631,Coordinate_Operation,15008,7302,Alaska zone 8,This alias is ambiguous as also used for SPCS83 projection.
632,Coordinate_Operation,15009,7302,Alaska zone 9,This alias is ambiguous as also used for SPCS83 projection.
633,Coordinate_Operation,15010,7302,Alaska zone 10,This alias is ambiguous as also used for SPCS83 projection.
634,Coordinate_Operation,15031,7302,Alaska zone 1,This alias is ambiguous as also used for SPCS27 projection.
635,Coordinate_Operation,15032,7302,Alaska zone 2,This alias is ambiguous as also used for SPCS27 projection.
636,Coordinate_Operation,15033,7302,Alaska zone 3,This alias is ambiguous as also used for SPCS27 projection.
637,Coordinate_Operation,15034,7302,Alaska zone 4,This alias is ambiguous as also used for SPCS27 projection.
638,Coordinate_Operation,15035,7302,Alaska zone 5,This alias is ambiguous as also used for SPCS27 projection.
639,Coordinate_Operation,15036,7302,Alaska zone 6,This alias is ambiguous as also used for SPCS27 projection.
640,Coordinate_Operation,15037,7302,Alaska zone 7,This alias is ambiguous as also used for SPCS27 projection.
641,Coordinate_Operation,15038,7302,Alaska zone 8,This alias is ambiguous as also used for SPCS27 projection.
